ForestName plotid dbh stump SpeciesCode
1678 Mpanga 29 6 0 EntAng
1679 Mpanga 29 13 0 AcaNep
1680 Mpanga 29 5.5 0 AcaNep
1681 Mpanga 29 73.3 0 MimBag
1682 Mpanga 29 75.6 0 CelZen
1683 Mpanga 30 7 0 TabHol
1684 Mpanga 30 4 0 CelMil
1685 Mpanga 30 65.6 0 MorSwe
1686 Mpanga 30 64 0 MorSwe
1687 Mpanga 30 41.7 0 CelDur
1688 Mpanga 31 42.3 0 TriMad
1689 Mpanga 31 60.2 0 TriDre
1690 Mpanga 31 4.5 0 ManBut
1691 Mpanga 31 88.1 0 ZanGol
1692 Mpanga 31 54.4 0 TriPri
1693 Mpanga 31 36.5 0 BliWel
1694 Mpanga 31 8 0 CelMil
1695 Mpanga 31 8 0 CneMil
1696 Mpanga 32 7.2 0 CelMil
1697 Mpanga 33 9.6 0 XymMan
1698 Mpanga 33 11.4 0 XymMan
1699 Mpanga 33 5.5 0 CedPar
1700 Mpanga 33 13 0 EntAng
1701 Mpanga 33 8.1 0 CedPar
1702 Mpanga 33 76.8 0 CedPar
1703 Mpanga 33 13 0 XymMon
1704 Mpanga 34 6.8 0 CraScw
1705 Mpanga 34 4.5 0 MacHol
1706 Mpanga 34 7 0 MacHol
1707 Mpanga 34 7.5 0 MacHol
1708 Mpanga 34 43.5 0 ChaAri
1709 Mpanga 34 5.6 0 ParFil
1710 Mpanga 34 50 0 PycAng
1711 Mpanga 34 14.8 0 TriMad
1712 Mpanga 34 9.5 0 TriMad
1713 Mpanga 35 3.7 0 AcaNep
1714 Mpanga 35 12.8 0 PycAng
1715 Mpanga 35 4.5 0 EryExe
1716 Mpanga 35 15.3 0 TriRub
1717 Mpanga 35 24.7 0 HalSti
1718 Mpanga 35 5.5 0 FunEla
1719 Mpanga 35 5 0 MacHol
1720 Mpanga 35 16.4 0 PycAng
1721 Mpanga 36 5.5 0 PycAng
1722 Mpanga 36 7 0 MalOpp
1723 Mpanga 36 13 0 HalSti
1724 Mpanga 36 17 0 HalSti
1725 Mpanga 37 4.1 0 TriMad
1726 Mpanga 37 5 0 TriMad
1727 Mpanga 37 8.5 0 TriMad
1728 Mpanga 37 6 0 OleWel
1729 Mpanga 37 4.1 0 TriRub
1730 Mpanga 37 6 0 OxySpe
1731 Mpanga 37 5 0 SyzGui
1732 Mpanga 37 4.1 0 SyzGui
1733 Mpanga 37 88 0 PseMic
1734 Mpanga 37 49.6 0 SpoPre
1735 Mpanga 37 19.2 0 RotUrc
1736 Mpanga 37 3.7 0 SyzGui
1737 Mpanga 37 73.3 0 TreAfr
1738 Mpanga 37 77.8 0 EryExe
1739 Mpanga 37 4.1 0 OleWel
1740 Mpanga 38 35.3 0 HalSti
1741 Mpanga 38 48 0 AntTox
1742 Mpanga 38 59.2 0 AntTox
1743 Mpanga 38 10 0 TriMad
1744 Mpanga 38 4.5 0 TriMad
1745 Mpanga 38 22.2 0 TriMad
1746 Mpanga 38 10.1 0 TriMad
1747 Mpanga 38 21.3 0 TriMad
1748 Mpanga 38 5.7 0 ChaAri
1749 Mpanga 38 6.1 0 ChaAri
1750 Mpanga 38 8 0 ChaAri
1751 Mpanga 38 22.8 0 FunEla
1752 Mpanga 38 4.7 0 FunEla
1753 Mpanga 38 5 0 FunEla
1754 Mpanga 38 20.7 0 SpoPre
1755 Mpanga 38 5.3 0 EntAng
1756 Mpanga 39 14.5 0 MacSwe
1757 Mpanga 39 26 0 MacSwe
1758 Mpanga 39 16 0 VoaAfr
1759 Mpanga 39 12.4 0 TriRub
1760 Mpanga 40 9.1 0 BliUni
1761 Mpanga 40 55.4 0 TriPri
1762 Mpanga 40 15.7 0 TriPri
1763 Mpanga 40 14.4 0 DeiFul
1764 Mpanga 40 29.8 0 TriMad
1765 Mpanga 40 120.7 0 CelZen
1766 Mpanga 40 28 0 PycAng
1767 Mpanga 41 5.4 0 RotLon
1768 Mpanga 41 7.6 0 SteDaw
1769 Mpanga 41 4.6 0 AcaNep
1770 Mpanga 41 5.6 0 EupTek
1771 Mpanga 41 14.3 0 EupTek
1772 Mpanga 41 15 0 EupTek
1773 Mpanga 41 5.6 0 AlbGom
1774 Mpanga 41 26.6 0 TriMad
1775 Mpanga 41 7.5 0 AcaNep
1776 Mpanga 41 33.5 0 MilExe
1777 Mpanga 41 9.8 0 AniAlt
1778 Mpanga 41 26.6 0 PipAfr
1779 Mpanga 41 6.7 0 ParFil
1780 Mpanga 41 4.3 0 ParFil
1781 Mpanga 41 33.6 0 FunEla
1782 Mpanga 41 28.5 0 MimBag
1783 Mpanga 42 8.6 0 EntUti
1784 Mpanga 42 19.1 0 TriDre
1785 Mpanga 42 5.3 0 PipAfr
1786 Mpanga 42 10.8 0 TriMad
1787 Mpanga 42 4.8 0 EupTek
1788 Mpanga 42 4.4 0 EupTek
1789 Mpanga 42 9.8 0 MaeEmi
1790 Mpanga 42 21.9 0 AniAlt
1791 Mpanga 42 5.4 0 BliUni
1792 Mpanga 42 5.5 0 RinHyp
1793 Mpanga 42 7.5 0 TriPri
1794 Mpanga 42 11.5 0 TriPri
1795 Mpanga 42 4 0 TecNob
1796 Mpanga 42 5 0 MacMon
1797 Mpanga 42 4 0 PolFul
1798 Mpanga 43 5.5 0 OxySpe
1799 Mpanga 43 4.9 0 OxySpe
1800 Mpanga 43 3.9 0 OxySpe
1801 Mpanga 43 4.1 0 MimBag
1802 Mpanga 43 3.7 0 TecNob
1803 Mpanga 43 5.1 0 WarJas
1804 Mpanga 43 5.5 0 FunEla
1805 Mpanga 43 5.2 0 DicArb
1806 Mpanga 44 63 0 BliUni
1807 Mpanga 44 8.6 0 MimBag
1808 Mpanga 44 8.4 0 TriPri
1809 Mpanga 44 6.4 0 TriPri
1810 Mpanga 44 10.1 0 TriPri
1811 Mpanga 44 11.6 0 CelMil
1812 Mpanga 44 18 0 CelZen
1813 Mpanga 44 4.7 0 PycAng
1814 Mpanga 44 8.7 0 ChaAri
1815 Mpanga 44 22.3 0 ChaAri
1816 Mpanga 44 12 0 ChaAri
1817 Mpanga 44 7.6 0 ChaAri
1818 Mpanga 44 16 0 ChaAri
1819 Mpanga 45 3.8 0 MimBag
1820 Mpanga 45 9.3 0 MimBag
1821 Mpanga 45 11.6 0 MimBag
1822 Mpanga 45 10.7 0 MimBag
1823 Mpanga 45 3.7 0 TriRub
1824 Mpanga 45 4.8 0 TriPri
1825 Mpanga 45 78 0 PseMic
1826 Mpanga 46 15.1 0 EupTek
1827 Mpanga 46 5.4 0 EupTek
1828 Mpanga 46 6.3 0 EupTek
1829 Mpanga 46 6.5 0 EupTek
1830 Mpanga 46 5 0 EupTek
1831 Mpanga 46 44.5 0 BaiIns
1832 Mpanga 46 5 0 OxySpe
1833 Mpanga 46 3.8 0 ChaAri
1834 Mpanga 46 9.8 0 MimBag
1835 Mpanga 46 5.5 0 TriDre
1836 Mpanga 46 6.8 0 ZanLep
1837 Mpanga 47 10.6 0 MacSwe
1838 Mpanga 47 38.3 0 TriRub
1839 Mpanga 47 10.5 0 ZanGol
1840 Mpanga 47 7.5 0 OxySpe
1841 Mpanga 47 31.7 0 AlbGom
1842 Mpanga 48 5 0 MorMes
1843 Mpanga 48 17.9 0 TriMad
1844 Mpanga 48 11 0 BliWel
1845 Mpanga 48 61.7 0 EryExe
1846 Kituza 1 39 0 TriMad
1847 Kituza 1 5 0 TriMad
1848 Kituza 1 4 0 TabHol
1849 Kituza 1 15.3 0 TabHol
1850 Kituza 1 19.1 0 TabHol
1851 Kituza 1 12.3 0 TarPav
1852 Kituza 1 29.4 0 AntTox
1853 Kituza 1 60 0 PseMic
1854 Kituza 1 9.9 0 MacSwe
1855 Kituza 2 4 0 EupTek
1856 Kituza 2 4.5 0 EupTek
1857 Kituza 2 9.5 0 MacMon
1858 Kituza 2 5.1 0 TriMad
1859 Kituza 2 19.3 0 TriMad
1860 Kituza 2 4.9 0 TriMad
1861 Kituza 2 8.6 0 MyrHol
1862 Kituza 2 23.8 0 MyrHol
1863 Kituza 2 7 0 TabHol
1864 Kituza 2 15 0 TabHol
1865 Kituza 2 98 0 PseMic
1866 Kituza 2 5.1 0 PycAng
1867 Kituza 2 7 0 PycAng
1868 Kituza 2 3.7 0 PycAng
1869 Kituza 3 18.3 0 TriMad
1870 Kituza 3 9 0 TriMad
1871 Kituza 3 18.5 0 BliUni
1872 Kituza 3 35 0 CelDur
1873 Kituza 3 8.1 0 CelDur
1874 Kituza 4 19.3 0 MacAng
1875 Kituza 4 10 0 MacSwe
1876 Kituza 4 5 0 ManBut
1877 Kituza 4 7.2 0 MacPyn
1878 Kituza 4 5.1 0 BliWel
1879 Kituza 4 5.7 0 TabHol
1880 Kituza 4 3.8 0 ManBut
1881 Kituza 4 3.8 0 MacPyn
1882 Kituza 4 5.6 0 ManBut
1883 Kituza 5 10.1 0 MaeEmi
1884 Kituza 5 6 0 MaeEmi
1885 Kituza 5 8.8 0 TriMad
1886 Kituza 5 16.6 0 TriMad
1887 Kituza 5 16.5 0 TriMad
1888 Kituza 5 90 0 PseMic
1889 Kituza 5 11.8 0 ManBut
1890 Kituza 5 8 0 AntTox
1891 Kituza 6 30.5 0 TriMad
1892 Kituza 6 12.2 0 TriMad
1893 Kituza 6 18.5 0 ManBut
1894 Kituza 6 60 0 PseMic
1895 Kituza 6 11.3 0 PseMic
1896 Kituza 6 10 0 PycAng
1897 Kituza 6 6 0 TabHol
1898 Kituza 7 15.3 0 SolMau
1899 Kituza 7 11.7 0 BliUni
1900 Kituza 7 14.1 0 BliUni
1901 Kituza 7 11.6 0 TriMad
1902 Kituza 7 40 0 TriMad
1903 Kituza 7 4.1 0 MacMon
1904 Kituza 7 6.7 0 AntMem
1905 Kituza 7 3.7 0 AntMem
1906 Kituza 7 13.6 0 TriPri
1907 Kituza 8 27 0 ParFil
1908 Kituza 8 23.3 0 TriMad
1909 Kituza 8 11.2 0 TriMad
1910 Kituza 8 5.6 0 ManBut
1911 Kituza 8 29 0 PseMic
1912 Kituza 8 11.1 0 ManBut
1913 Kituza 8 4 0 ManBut
1914 Kituza 9 29.1 0 MyrHol
1915 Kituza 9 11.1 0 TabHol
1916 Kituza 9 34.5 0 TriMad
1917 Kituza 9 12.4 0 TriMad
1918 Kituza 9 19.8 0 TriMad
1919 Kituza 9 7.6 0 TriMad
1920 Kituza 9 5.5 0 OxySpe
1921 Kituza 9 10.4 0 ManBut
1922 Kituza 9 34.1 0 PycAng
1923 Kituza 9 47.5 0 FunEla
1924 Kituza 9 8.2 0 TarPav
1925 Kituza 9 95.5 0 AntTox
1926 Kituza 10 13.9 0 BliWel
1927 Kituza 10 11 0 TarPav
1928 Kituza 10 22.9 0 MyrHol
1929 Kituza 10 22.3 0 TriMad
1930 Kituza 10 28 0 TriMad
1931 Kituza 10 36.5 0 TriMad
1932 Kituza 10 29 0 TriMad
1933 Kituza 10 11.9 0 OxySpe
1934 Kituza 10 99 0 AntTox
1935 Kituza 10 8.1 0 LovTri
1936 Kituza 11 30.2 0 AntTox
1937 Kituza 11 12.9 0 AntTox
1938 Kituza 11 15.4 0 TabHol
1939 Kituza 11 7.4 0 TabHol
1940 Kituza 11 10.1 0 TabHol
1941 Kituza 12 5 0 PycAng
1942 Kituza 12 6.2 0 ChaAri
1943 Kituza 12 5.7 0 ChaAri
1944 Kituza 12 5 0 ChaAri
1945 Kituza 12 14 0 MyrHol
1946 Kituza 12 13.5 0 OxySpe
1947 Kituza 12 5.4 0 OxySpe
1948 Kituza 12 15.8 0 TabHol
1949 Kituza 12 24.5 0 TabHol
1950 Kituza 12 15.8 0 LovTri
1951 Kituza 12 8.2 0 LovTri
1952 Kituza 12 4 0 TriDre
1953 Kituza 12 17.8 0 ParFil
1954 Kituza 12 6.1 0 FunEla
1955 Kituza 12 6.2 0 FunEla
1956 Kituza 12 43.4 0 TriMad
1957 Kituza 12 8.8 0 MacSwe
1958 Kituza 13 44.2 0 FunEla
1959 Kituza 13 8.9 0 FunEla
1960 Kituza 13 4.8 0 FunEla
1961 Kituza 13 9 0 TabHol
1962 Kituza 13 8.6 0 TabHol
1963 Kituza 13 9.4 0 TabHol
1964 Kituza 13 12.5 0 TabHol
1965 Kituza 13 4.5 0 TabHol
1966 Kituza 13 11.9 0 TabHol
1967 Kituza 13 10.6 0 TabHol
1968 Kituza 13 3.8 0 CofCan
1969 Kituza 13 4 0 CofCan
1970 Kituza 13 3.8 0 ManBut
1971 Kituza 13 4 0 PseMic
1972 Kituza 13 8.1 0 PseMic
1973 Kituza 13 5.5 0 PseMic
1974 Kituza 13 5.5 0 TriDre
1975 Kituza 13 18.2 0 AntTox
1976 Kituza 13 14 0 CelAfr
1977 Kituza 13 29.3 0 TriMad
1978 Kituza 13 16.5 0 LovTri
1979 Kituza 14 11.6 0 TabHol
1980 Kituza 14 6.8 0 TabHol
1981 Kituza 14 29.9 0 CelAfr
1982 Kituza 14 5 0 CofRob
1983 Kituza 14 5.5 0 CofRob
1984 Kituza 14 4.1 0 CofRob
1985 Kituza 14 7.2 0 CelDur
1986 Kituza 14 3.8 0 DioAby
1987 Kituza 14 5 0 FunEla
1988 Kituza 14 4.5 0 FunEla
1989 Kituza 14 6.1 0 FunEla
1990 Kituza 14 5 0 MarPla
1991 Kituza 15 5.5 0 TheCac
1992 Kituza 15 6 0 TheCac
1993 Kituza 15 5.7 0 TheCac
1994 Kituza 15 17.5 0 TabHol
1995 Kituza 15 5.5 0 FunEla
1996 Kituza 15 5.6 0 FunEla
1997 Kituza 15 31.2 0 PseMic
1998 Kituza 15 15.7 0 AntTox
1999 Kituza 16 6 0 FunEla
2000 Kituza 16 13.1 0 FunEla
2001 Kituza 16 3.7 0 FunEla
2002 Kituza 16 6.8 0 FunEla
2003 Kituza 16 5 0 FunEla
2004 Kituza 16 7 0 FunEla
2005 Kituza 16 8 0 FunEla
2006 Kituza 16 18.2 0 FunEla
2007 Kituza 16 3.8 0 TheCac
2008 Kituza 16 7 0 TheCac
2009 Kituza 16 21.1 0 TabHol
2010 Kituza 16 10 0 CelDur
2011 Kituza 16 6.1 0 OxySpe
2012 Kituza 17 42.5 0 PycAng
2013 Kituza 17 12.5 0 TabHol
2014 Kituza 17 16.7 0 TabHol
2015 Kituza 17 16.1 0 TabHol
2016 Kituza 17 4 0 BliUni
2017 Kituza 17 4.4 0 TheCac
2018 Kituza 17 6.7 0 TriPri
2019 Kituza 17 7.1 0 PseMic
2020 Kituza 17 11.2 0 PseMic
2021 Kituza 17 5.1 0 OxySpe
2022 Kituza 17 5.2 0 TriDre
2023 Kituza 17 53.5 0 CelDur
2024 Kituza 17 11.4 0 TriRub
2025 Kituza 18 40.7 0 AntTox
2026 Kituza 18 52.2 0 AntTox
2027 Kituza 18 13.7 0 TabHol
2028 Kituza 18 19.5 0 TabHol
2029 Kituza 18 18.7 0 TabHol
2030 Kituza 18 4 0 TabHol
2031 Kituza 18 10.4 0 TriMad
2032 Kituza 18 5.5 0 OxySpe
2033 Kituza 18 4.1 0 ZanGol
2034 Kituza 19 13.9 0 TriMad
2035 Kituza 19 22.5 0 TriMad
2036 Kituza 19 3.7 0 TriMad
2037 Kituza 19 4 0 TriPri
2038 Kituza 19 4.7 0 TabHol
2039 Kituza 19 12.3 0 TabHol
2040 Kituza 19 4.6 0 TabHol
2041 Kituza 19 3.8 0 ManBut
2042 Kituza 19 4.1 0 DioAby
2043 Kituza 19 46.8 0 MilExe
2044 Kituza 19 9.2 0 FunEla
2045 Kituza 19 9.6 0 AntTox
2046 Kituza 19 11.4 0 OxySpe
2047 Kituza 19 12.8 0 OxySpe
2048 Kituza 20 18.3 0 MacMon
2049 Kituza 20 37 0 PipAfr
2050 Kituza 20 18 0 DioAby
2051 Kituza 20 13 0 TabHol
2052 Kituza 20 19.2 0 FunEla
2053 Kituza 20 29 0 FunEla
2054 Kituza 20 22.1 0 TriPri
2055 Kituza 21 5 0 CelDur
2056 Kituza 21 12.7 0 BliUni
2057 Kituza 21 11.5 0 BliUni
2058 Kituza 21 11.2 0 BliUni
2059 Kituza 21 81 0 BliUni
2060 Kituza 21 4.2 0 ManBut
2061 Kituza 21 5 0 TriMad
2062 Kituza 21 20.5 0 TriMad
2063 Kituza 21 13.2 0 TriMad
2064 Kituza 21 4.1 0 TriMad
2065 Kituza 21 10.6 0 TabHol
2066 Kituza 21 7.3 0 TabHol
2067 Kituza 22 12.3 0 FunEla
2068 Kituza 22 10.7 0 FunEla
2069 Kituza 22 16.7 0 FunEla
2070 Kituza 22 16.4 0 MacMon
2071 Kituza 22 6.6 0 TabHol
2072 Kituza 22 20.9 0 TriMad
2073 Kituza 22 7.6 0 TriMad
2074 Kituza 22 5.8 0 TriMad
2075 Kituza 22 12.6 0 DioAby
2076 Kituza 23 7.5 0 TriMad
2077 Kituza 23 8.5 0 MacMon
2078 Kituza 23 8.3 0 MacMon
2079 Kituza 23 18 0 TarPav
2080 Kituza 23 5.4 0 TarPav
2081 Kituza 23 5.5 0 MacSwe
2082 Kituza 23 14.5 0 MacSwe
2083 Kituza 23 4.2 0 MacSwe
2084 Kituza 23 8 0 MacSwe
2085 Kituza 23 3.7 0 CofRob
2086 Kituza 23 4.7 0 FunEla
2087 Kituza 23 40.9 0 TriDre
2088 Kituza 23 4.5 0 MacMon
2089 Kituza 23 4.5 0 MitRub
2090 Kituza 23 4 0 BliWel
2091 Kituza 24 29.9 0 TriMad
2092 Kituza 24 13.6 0 TriMad
2093 Kituza 24 23 0 TriMad
2094 Kituza 24 27.8 0 TabHol
2095 Kituza 24 5 0 TriDre
2096 Kituza 24 5.5 0 TarPav
2097 Kituza 24 6.8 0 TarPav
2098 Kituza 24 3.8 0 PavMol
2099 Kituza 25 7 0 TarPav
2100 Kituza 25 32.6 0 EryExe
2101 Kituza 25 30.6 0 TriDre
2102 Kituza 25 12.1 0 MitRub
2103 Kituza 25 74.4 0 CanSch
2104 Kituza 25 24.4 0 TriPri
2105 Kituza 25 24.8 0 MacSwe
2106 Kituza 26 5.5 0 XylRub
2107 Kituza 26 17 0 TriMad
2108 Kituza 26 21.4 0 MusCer
2109 Kituza 26 10.2 0 MaeWel
2110 Kituza 27 17.2 0 TabHol
2111 Kituza 27 39 0 FunEla
2112 Kituza 27 51.7 0 PseMic
2113 Kituza 27 6.7 0 MacSwe
2114 Kituza 27 8.1 0 MacSwe
2115 Kituza 28 5.2 0 MacMon
2116 Kituza 28 6.1 0 MacMon
2117 Kituza 28 8.9 0 MacMon
2118 Kituza 28 4.1 0 TabHol
2119 Kituza 28 41.5 0 AntTox
2120 Kituza 28 4.4 0 MacSwe
2121 Kituza 28 7.7 0 MacSwe
2122 Kituza 29 9.5 0 PseMic
2123 Kituza 29 3.8 0 FunEla
2124 Kituza 29 12.3 0 MacSwe
2125 Kituza 29 15.4 0 MacSwe
2126 Kituza 29 19.5 0 MacSwe
2127 Kituza 29 18.3 0 MacSwe
2128 Kituza 29 15.4 0 MacSwe
2129 Kituza 29 25.3 0 MacSwe
2130 Kituza 29 7.5 0 MacSwe
2131 Kituza 30 11.1 0 PseMic
2132 Kituza 30 6.6 0 TabHol
2133 Kituza 30 6.6 0 TabHol
2134 Kituza 30 23 0 TabHol
2135 Kituza 30 12 0 TabHol
2136 Kituza 30 4.8 0 TriMad
2137 Kituza 30 8.2 0 TriMad
2138 Kituza 30 6.1 0 AntTox
2139 Kituza 30 12.5 0 PycAng
2140 Kituza 30 4.5 0 LovTri
2141 Kituza 30 4.8 0 TriPri
2142 Kituza 30 5.2 0 PseMic
2143 Kituza 31 6 0 LovTri
2144 Kituza 31 5.2 0 FunEla
2145 Kituza 31 12.7 0 TabHol
2146 Kituza 31 13.8 0 TabHol
2147 Kituza 31 3.8 0 TriMad
2148 Kituza 31 28.5 0 TriMad
2149 Kituza 31 13 0 TriMad
2150 Kituza 31 26.4 0 TriMad
2151 Kituza 31 4.1 0 TarPav
2152 Kituza 31 7 0 TarPav
2153 Kituza 31 7.1 0 TarPav
2154 Kituza 31 4 0 BliUni
2155 Kituza 31 6 0 BliWel
2156 Kituza 31 4.2 0 AntTox
2157 Kituza 31 67 0 AntTox
2158 Kituza 31 63 0 AntTox
2159 Kituza 31 66 0 SapEll
2160 Kituza 31 4 0 TriPri
2161 Kituza 32 10 0 TecNob
2162 Kituza 32 18.8 0 AntTox
2163 Kituza 32 22 0 AlbZyg
2164 Kituza 32 4 0 TarPav
2165 Kituza 32 5.5 0 TarPav
2166 Kituza 32 10.1 0 TarPav
2167 Kituza 32 5.5 0 TarPav
2168 Kituza 32 18 0 TecNob
2169 Kituza 32 18.5 0 TabHol
2170 Kituza 32 10.2 0 TabHol
2171 Kituza 32 8 0 TriPri
2172 Kituza 32 10.2 0 TriPri
2173 Kituza 32 4.5 0 AcaNep
2174 Kituza 32 4 0 CofRob
2175 Kituza 32 16 0 FunEla
2176 Kituza 32 11 0 FunEla
2177 Kituza 32 27 0 CelMil
2178 Kituza 32 28 0 CelDur
2179 Kituza 32 3.8 0 MilExe
2180 Kituza 32 5.5 0 MilExe
2181 Kituza 32 6.8 0 MilExe
2182 Kituza 33 12.2 0 TriMad
2183 Kituza 33 5.6 0 TriMad
2184 Kituza 33 8.1 0 TriMad
2185 Kituza 33 4.5 0 PycAng
2186 Kituza 33 12 0 PycAng
2187 Kituza 33 10 0 TarPav
2188 Kituza 33 32.3 0 FunEla
2189 Kituza 33 54 0 CelDur
2190 Kituza 33 54.5 0 MitRub
2191 Kituza 33 4 0 MacSwe
2192 Kituza 34 5 0 TarPav
2193 Kituza 34 25 0 TriMad
2194 Kituza 34 36.2 0 MacMon
2195 Kituza 34 5.4 0 MacMon
2196 Kituza 34 10 0 PycAng
2197 Kituza 34 6 0 SyzGui
2198 Kituza 35 10.5 0 FunEla
2199 Kituza 35 12 0 TriPri
2200 Kituza 35 12.5 0 TriPri
2201 Kituza 35 4 0 TriPri
2202 Kituza 35 7.1 0 TriPri
2203 Kituza 35 12.5 0 TriMad
2204 Kituza 35 5.1 0 TriRub
2205 Kituza 35 6.5 0 PycAng
2206 Kituza 35 5.2 0 TabHol
2207 Kituza 35 4 0 DeiKil
2208 Kituza 36 6.5 0 PseMic
2209 Kituza 36 22.8 0 PseMic
2210 Kituza 36 5.2 0 SyzGui
2211 Kituza 36 10.9 0 TabHol
2212 Kituza 36 12.7 0 TabHol
2213 Kituza 36 4 0 TarPav
2214 Kituza 36 14 0 PycAng
2215 Kituza 36 7.6 0 MacMon
2216 Kituza 37 60.1 0 FicExa
2217 Kituza 37 4.5 0 OxySpe
2218 Kituza 37 23 0 PseMic
2219 Kituza 37 12.5 0 TriMad
2220 Kituza 38 80.3 0 MusCer
2221 Kituza 38 12.5 0 MacMon
2222 Kituza 38 4.6 0 ManBut
2223 Kituza 38 11 0 ManBut
2224 Kituza 38 19.7 0 ManBut
2225 Kituza 38 4.1 0 EupTek
2226 Kituza 38 10.2 0 TriMad
2227 Kituza 38 4.6 0 TriMad
2228 Kituza 38 8.2 0 TarPav
2229 Kituza 38 9 0 TarPav
2230 Kituza 38 13 0 PycAng
2231 Kituza 38 13 0 FunEla
2232 Kituza 38 13 0 FunEla
2233 Kituza 38 19 0 MacSwe
2234 Kituza 39 38.3 0 CelDur
2235 Kituza 39 129.4 0 CelDur
2236 Kituza 39 11.8 0 TheCac
2237 Kituza 39 18 0 TheCac
2238 Kituza 39 7.8 0 TheCac
2239 Kituza 39 10.4 0 TheCac
2240 Kituza 39 5.7 0 TheCac
2241 Kituza 39 4.2 0 TheCac
2242 Kituza 39 5.2 0 LovTri
2243 Kituza 39 4.2 0 MarPla
2244 Kituza 39 6.2 0 AniAlt
2245 Kituza 39 6.2 0 AntMem
2246 Kituza 39 120 0 FicAsp
2247 Kituza 40 5.6 0 TecNob
2248 Kituza 40 3.8 0 TecNob
2249 Kituza 40 16.5 0 TarPav
2250 Kituza 40 31.9 0 TriMad
2251 Kituza 40 16.5 0 TriMad
2252 Kituza 40 5.5 0 TecNob
2253 Kituza 40 8 0 FunEla
2254 Kituza 40 5 0 TheCac
2255 Kituza 40 4 0 TheCac
2256 Kituza 40 82.5 0 PipAfr
2257 Kituza 41 10.9 0 TriMad
2258 Kituza 41 26.8 0 TriMad
2259 Kituza 41 9.2 0 TriMad
2260 Kituza 41 29 0 PipAfr
2261 Kituza 41 4 0 RotUrc
2262 Kituza 41 6.1 0 TriPri
2263 Kituza 41 5.3 0 TriPri
2264 Kituza 41 3.8 0 CofRob
2265 Kituza 41 17.4 0 BliWel
2266 Kituza 41 18.8 0 BliWel
2267 Kituza 41 8.1 0 BliUni
2268 Kituza 41 8.6 0 BliUni
2269 Kituza 41 68.8 0 FicExa
2270 Kituza 42 7.7 0 TarPav
2271 Kituza 42 6.9 0 TarPav
2272 Kituza 42 4 0 BliUni
2273 Kituza 42 16 0 PycAng
2274 Kituza 42 115.3 0 PseMic
2275 Kituza 42 13 0 TriMad
2276 Kituza 42 13.2 0 TriMad
2277 Kituza 42 9.8 0 TriMad
2278 Kituza 42 11.5 0 TriMad
2279 Kituza 42 6.2 0 AntTox
2280 Kituza 42 10.5 0 FunEla
2281 Kituza 42 8.5 0 LovTri
2282 Kituza 42 8.5 0 AntTox
2283 Kituza 42 24 0 PipAfr
2284 Kituza 42 13.2 0 TreAfr
2285 Kituza 43 141.2 0 AntTox
2286 Kituza 43 5 0 TriMad
2287 Kituza 43 11.6 0 TriMad
2288 Kituza 43 8.9 0 TriMad
2289 Kituza 43 4 0 TriPri
2290 Kituza 43 14.5 0 TriMad
2291 Kituza 43 11.9 0 CelDur
2292 Kituza 43 12.5 0 TarPav
2293 Kituza 43 11 0 TarPav
2294 Kituza 44 7 0 AntTox
2295 Kituza 44 6.9 0 TecNob
2296 Kituza 44 7.5 0 TecNob
2297 Kituza 44 7.8 0 TarPav
2298 Kituza 44 9 0 TriMad
2299 Kituza 44 4.5 0 TriMad
2300 Kituza 44 4.6 0 LovTri
2301 Kituza 44 10 0 LovTri
2302 Kituza 44 12.8 0 FunEla
2303 Kituza 44 12.4 0 FunEla
2304 Kituza 44 17.3 0 FunEla
2305 Kituza 44 8.9 0 FunEla
2306 Kituza 44 118.5 0 AlbGom
2307 Kituza 44 12.4 0 FunEla
2308 Kituza 44 17.3 0 FunEla
2309 Kituza 44 8.9 0 FunEla
2310 Kituza 44 8.2 0 BliWel
2311 Kituza 44 73.3 0 CelDur
2312 Kituza 45 19.2 0 FunEla
2313 Kituza 45 12.1 0 TriDre
2314 Kituza 45 11.5 0 CelDur
2315 Kituza 45 29.8 0 TriMad
2316 Kituza 45 5 0 TriMad
2317 Kituza 45 12.5 0 TriMad
2318 Kituza 45 4 0 TarPav
2319 Kituza 45 9.9 0 FunEla
2320 Kituza 46 11.6 0 TriMad
2321 Kituza 46 13.5 0 TriMad
2322 Kituza 46 13.8 0 TriMad
2323 Kituza 46 51 0 PycAng
2324 Kituza 46 4.2 0 TarPav
2325 Kituza 46 5.2 0 TarPav
2326 Kituza 46 44 0 MacMon
2327 Kituza 46 40.5 0 MacMon
2328 Kituza 46 25.4 0 MacMon
2329 Kituza 46 26.7 0 MacMon
2330 Kituza 46 96.7 0 PipAfr
2331 Kituza 46 4 0 PavMol
2332 Kituza 47 33.1 0 TriPri
2333 Kituza 47 83.4 0 SapEll
2334 Kituza 47 12.5 0 LovTri
2335 Kituza 47 45.2 0 TriMad
2336 Kituza 47 4 0 PseMic
2337 Kituza 47 138 0 AntTox
2338 Kituza 48 8 0 AniAlt
2339 Kituza 48 11.7 0 TarPav
2340 Kituza 48 6.4 0 TarPav
2341 Kituza 48 15.9 0 FunEla
2342 Kituza 48 7.5 0 BliUni
2343 Kituza 48 13.6 0 TriMad
2344 Kituza 48 9.6 0 TriMad
2345 Kituza 48 21.5 0 TriMad
